State,ZIP Code,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag
VT,5446,6/1/23,FORD,C-MAX,2017,PHEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5038,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5443,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5408,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5468,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5663,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5661,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5404,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5676,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5340,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5059,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5143,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5148,6/1/23,TESLA,MODEL Y,2021,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5495,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5602,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5701,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5488,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5253,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5751,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5673,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5471,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5089,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5661,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5068,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5062,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5851,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5255,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5059,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5340,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5641,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5401,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
VT,5443,6/1/23,TESLA,MODEL Y,2022,BEV,1,Light-Duty (Class 1-2A),2,11,DMV Snapshot (6/24/2023),TRUE
